PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
743373,COURTER FINISHER FARM,PA0234087,288501,COURTER PHILIP,Porter Twp,Clinton,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/04/2023,251.6,1035.95,6527 JACKSONVILLE RD,"MILL HALL, PA 17751-8876",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
743373,COURTER FINISHER FARM,PA0234087,288501,COURTER PHILIP,Porter Twp,Clinton,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/04/2023,251.6,1035.95,6527 JACKSONVILLE RD,"MILL HALL, PA 17751-8876","Goats, meat - Doe - 150 lbs "
754064,M.W. SMITH FARMS,PAG123853,296174,MW SMITH FARM,Buffalo Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/06/2025,2414.7,1621.50,851 MEADOW GROVE RD,"NEWPORT, PA 17074-8231",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
818773,EGOLF FINISHING FARM JOINT,PAG123854,335665,LHF ENTERPRISES LLC,Napier Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/27/2024,1,817.65,955 TURNER CAMP RD,"SCHELLSBURG, PA 15559","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
668600,ROHRER DAIRY FARM CAFO,PAG123882,202024,ROHRER DAIRY FARM LLC,Manor Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,11/23/2021,1127.8,3987.06,124 CHARLESTOWN RD,"WASHINGTON BORO, PA 17582-9669",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
630384,ANTHONY WEAVER FARM CAFO,PAG123561,389309,ANTHONY WEAVER,Bethel Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/09/2021,129.44,343.74,980 LITTLE MOUNTAIN RD,"MYERSTOWN, PA 17067-1852",Beef - Cow - 1400 lbs
816143,SPRING VALLEY DAIRY,PAG123839,331870,SPRING VALLEY DAIRY LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/05/2022,203.6,485.74,1577 AUCTION RD,"MANHEIM, PA 17545",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
572330,LAZY HOG FARM CAFO,PA0246603,161451,HOFFMAN CHRIS,Fayette Twp,Juniata,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/17/2023,1,717,4390 MOUNTAIN RD,"MCALISTERVILLE, PA 17049",Swine - Boar - 450 lbs
572578,WALMOORE HOLSTEINS FARM,PA0244597,156308,WALMOORE HOLSTEINS INC,Londonderry Twp,Chester,SERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,11/27/2024,1610.6,2192.53,2196 GAP NEWPORT PIKE,"COCHRANVILLE, PA 19330-9471",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
866853,WESLEY BURKHOLDER TURKEY FARM,PA0294098,377203,WESLEY BURKHOLDER,Hamilton Twp,Franklin,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/13/2023,1,406.32,4715 FORT MCCORD RD,"CHAMBERSBURG, PA 17202-9559",Poultry - Turkey - Tom brooder (0-6 wks) - 3.36 lbs (0.22-6.5))
855243,CHIQUES VIEW FARMS,PAG123928,367844,REIFF KENTON,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/24/2022,327.5,466.02,1775 PINKERTON RD,"MOUNT JOY, PA 17552-9319","Goats, dairy - Kid (0-1 yr) - 45 lbs (5-85)"
753042,KENNETH MECK FARM,PAG123727,294135,MECK KENNETH S,Strasburg Boro,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/22/2021,76,361.55,1503 BEAVER VALLEY PIKE,"WILLOW STREET, PA 17584-9780",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
863233,TYLER LAFFERTY CAFO,PAG123939,379309,LAFFERTY TYLER,Napier Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/18/2024,1,85,544 SHANKLE RD,"SCHELLSBURG, PA 15559","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
700815,DOUGLAS ROHRER FARM,PAG123633,249777,DL ROHRER FARMS LLC,West Lampeter Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/27/2024,774.6,596.87,1728 BRIDGE RD,"LANCASTER, PA 17602-1804",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
700423,BACON ACRES FARM,PAG123729,381588,BACON ACRES LLC PROVIDENCE FARMS LLC JT CLIENT,Conestoga Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/14/2024,319.2,672.03,"151 PEQUEA CREEK RD, 6914 RIVER RD (PROVIDENCE FARM)","CONESTOGA, PA 17516-9410",Beef - Bull - 1500
718721,PEACH GLEN FARM,PA0260631,352635,AG VENTURES LLC,Dickinson Twp,Cumberland,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/30/2024,1,833.44,367 GEORGETOWN RD,"GARDNERS, PA 17324-9066",Swine - Grow finish - 165 lbs (57-273)
569505,LOST CREEK FARM CAFO,PAG123523,158117,HERSHEY AG SERVICES,Fayette Twp,Juniata,SCRO,Manure Storage and Wastewater Impoundments,PAG-12 CAFO Permit,08/20/2024,87,881.88,586 BENNER RD,"MC ALISTERVILLE, PA 17049-8875",Swine - Sow and litter - 470 lbs
563745,BDS FARMS CAFO,PAG124803,360020,BDS FARMS LLC,Spring Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/26/2024,285.4,565.07,282 TROUP RD,"BEAVER SPRINGS, PA 17812-9249",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
563745,BDS FARMS CAFO,PAG124803,360020,BDS FARMS LLC,Spring Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/26/2024,285.4,565.07,282 TROUP RD,"BEAVER SPRINGS, PA 17812-9249",Light Horses & Mules - Mature - 1100 lbs
563745,BDS FARMS CAFO,PAG124803,360020,BDS FARMS LLC,Spring Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/26/2024,285.4,565.07,282 TROUP RD,"BEAVER SPRINGS, PA 17812-9249",Other
820438,REINHOLDS PIG FARM LLC,PAG123858,386462,REINHOLDS PIG FARM LLC,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/23/2024,4.7,715.66,700 SWAMP CHURCH RD,"REINHOLDS, PA 17569-9417",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
752772,JOHN PEPPER ENTERPRISES LLC HOG FINISHING BARNS,PAG124842,293442,JOHN PEPPER ENTERPRISES LLC,Granville Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/08/2024,2.1,825.39,1075 NEW RD,"GRANVILLE SUMMIT, PA 16926",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
752772,JOHN PEPPER ENTERPRISES LLC HOG FINISHING BARNS,PAG124842,293442,JOHN PEPPER ENTERPRISES LLC,Granville Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/08/2024,2.1,825.39,1075 NEW RD,"GRANVILLE SUMMIT, PA 16926",Swine - Grow finish - 165 lbs (57-273)
819449,DAVID KAUFFMAN CAFO,PA0266582,335881,KAUFFMAN DAVID,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/15/2023,88.6,778.30,12050 GREENWOOD RD,"HUNTINGDON, PA 16652-6020",Beef - Cow - 1400 lbs
819449,DAVID KAUFFMAN CAFO,PA0266582,335881,KAUFFMAN DAVID,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/15/2023,88.6,778.30,12050 GREENWOOD RD,"HUNTINGDON, PA 16652-6020",Swine - Grow finish - 165 lbs (57-273)
742433,BROOK-CORNER DAIRY CAFO,PAG123702,287097,BROOK-CORNER LLC,South Annville Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/18/2024,350.2,864.65,400 MOUNT WILSON RD,"LEBANON, PA 17042-4752",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
708494,NELSON MARTIN CAFO,PAG123664,273023,MARTIN NELSON W,South Annville Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/02/2024,297,810.47,2224 HORSESHOE PIKE,"ANNVILLE, PA 17003-8839",Swine - Wean to finish - 143 lbs (13-273)
627285,HEIDELBERG PIG FAMILY FARM,PAG123556,360387,MARTIN RICK,Heidelberg Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,9.1,529.68,425 N MARKET ST,"MYERSTOWN, PA 17067-3019",Swine - Grow finish - 165 lbs (57-273)
703412,MEADOW SPRING ACRES LLC,PAG123613,357959,MEADOW SPRING ACRES LLC,Heidelberg Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,6.6,643.23,1871 SMITH STATION RD,"SPRING GROVE, PA 17362-8977",Poultry - Turkey - Tom (6 -18 wks) - 25.25 lbs (6.5-44)
703412,MEADOW SPRING ACRES LLC,PAG123613,357959,MEADOW SPRING ACRES LLC,Heidelberg Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,6.6,643.23,1871 SMITH STATION RD,"SPRING GROVE, PA 17362-8977",Swine - Grow finish - 165 lbs (57-273)
687092,CORY GRESS FARM,PAG123705,251076,GRESS CORY L,Licking Creek Twp,Fulton,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/09/2024,231.2,878.05,790 LICK HOLLOW RD,"HARRISONVILLE, PA 17228-9348",Beef - Cow - 1400 lbs
569576,ZIMMERMAN FARM CAFO,PAG123520,381779,LEROY & TIMOTHY ZIMMERMAN,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,99.9,485.88,327 STACKSTOWN RD,"MARIETTA, PA 17547-9308",Swine - Grow finish - 165 lbs (57-273)
870288,DAVIS POULTRY FARM,PA0294292,380535,JASON DAVIS,Lower Mifflin Twp,Cumberland,SCRO,,CAFO Individual Permit,NOT ISSUED,106.1,178.48,217 PIPELINE RD,"NEWVILLE, PA 17241-9762","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
879474,BLUE LAKE FARM,PA0281905,384679,HORNING MATTHEW,West Buffalo Twp,Union,NCRO,,CAFO Individual Permit,NOT ISSUED,21.6,240,3370 FOREST HILL RD,"MIFFLINBURG, PA 17844-7614",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
573261,ZEAGER & SONS CAFO,PAG123531,119989,ZEAGER HERMAN L,Conoy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/29/2024,1,914.16,159 YODER RD,"BAINBRIDGE, PA 17502-9597",Swine - Grow finish - 165 lbs (57-273)
691813,JAMES KURTZ FARM,PA0228982,247841,KURTZ JAMES,West Buffalo Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/10/2018,4.3,785.01,1070 GRAND VALLEY RD,"MIFFLINBURG, PA 17844-7960",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
725556,APPLE SHAMROCK DAIRY FARMS LLC,PA0263591,220378,APPLE SHAMROCK DAIRY FARMS LLC,Steuben Twp,Crawford,NWRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,12/01/2023,3380,3539,32821 GUYS MILLS RD,"TOWNVILLE, PA 16360-3009",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
775323,FURNACE HILL HOLSTEINS,PAG123774,309880,FURNACE HILL HOLSTEINS,South Lebanon Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/22/2021,1.1,671.20,480 SCHAEFFER RD,"LEBANON, PA 17042-9741",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
775323,FURNACE HILL HOLSTEINS,PAG123774,309880,FURNACE HILL HOLSTEINS,South Lebanon Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/22/2021,1.1,671.20,480 SCHAEFFER RD,"LEBANON, PA 17042-9741","Poultry - Chickens - Layer, brown egg (18-90 wks) - 3.85 lbs (3.35-4.34)"
716441,FORRY FARM CAFO,PAG123670,253804,DANIEL AND DWIGHT K FORRY,West Hempfield Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/08/2021,341.4,664.77,250 INDIAN HEAD RD,"COLUMBIA, PA 17512-9798",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
626732,FINKBINER FARM CAFO,PAG123899,360322,FINKBINER CRAIG D,Fayette Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/12/2024,597.62,908.50,157 TROYER RD,"MC ALISTERVILLE, PA 17049-8084",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
572483,MCCLAYS FARM CAFO,PAG123542,337956,BRICKER MARK,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/15/2021,1,637.69,7597 MCCLAYS MILL RD,"NEWBURG, PA 17240-9649",Swine - Gestating Sow - 450 lbs
572483,MCCLAYS FARM CAFO,PAG123542,337956,BRICKER MARK,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/15/2021,1,637.69,7597 MCCLAYS MILL RD,"NEWBURG, PA 17240-9649",Swine - Grow finish - 165 lbs (57-273)
805392,RIVER VALLEY FARM,PAG124852,216104,COUNTRY VIEW FAMILY FARMS LLC,Deerfield Twp,Tioga,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/11/2024,1,3271.50,504 DOAN RD,"KNOXVILLE, PA 16928-9434",Swine - Gestating Sow - 450 lbs
805392,RIVER VALLEY FARM,PAG124852,216104,COUNTRY VIEW FAMILY FARMS LLC,Deerfield Twp,Tioga,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/11/2024,1,3271.50,504 DOAN RD,"KNOXVILLE, PA 16928-9434",Swine - Sow and litter - 470 lbs
815943,SCOTT WAGNER FARM,PA0266485,331963,WAGNER SCOTT,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/13/2023,143.3,406.79,379 KING PEN RD,"QUARRYVILLE, PA 17566-9659",Poultry - Turkey - Tom (6 -18 wks) - 25.25 lbs (6.5-44)
815943,SCOTT WAGNER FARM,PA0266485,331963,WAGNER SCOTT,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/13/2023,143.3,406.79,379 KING PEN RD,"QUARRYVILLE, PA 17566-9659",Poultry - Turkey - Tom brooder (0-6 wks) - 3.36 lbs (0.22-6.5))
815943,SCOTT WAGNER FARM,PA0266485,331963,WAGNER SCOTT,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/13/2023,143.3,406.79,379 KING PEN RD,"QUARRYVILLE, PA 17566-9659","Sheep, larger breed - Ewe - 225 lbs"
815943,SCOTT WAGNER FARM,PA0266485,331963,WAGNER SCOTT,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/13/2023,143.3,406.79,379 KING PEN RD,"QUARRYVILLE, PA 17566-9659",Dairy - Jersey - Calf (0-1 yr) - 275 lbs (50-500)
816559,WARRIOR RIDGE FARM,PAG123841,216104,COUNTRY VIEW FAMILY FARMS LLC,Monroe Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/05/2024,1,3263.25,242 CARIBBEAN RD,"EVERETT, PA 15537-8307",Swine - Sow and litter - 470 lbs
763047,RIVERVIEW FARMS,PA0260223,389132,ANDREW BRINTON,Fulton Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/20/2020,407.2,660.18,241 RIVERVIEW RD,"PEACH BOTTOM, PA 17563-9717",Swine - Grow finish - 165 lbs (57-273)
819721,BLUE SPRINGS FARM LLC,PAG126104,336693,BLUE SPRINGS FARM LLC,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/07/2024,575.7,803.29,174 STAIR FARM LN,"BERLIN, PA 15530-6024",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
794176,MARTIN SWINE FINISHING BARN,PA0232696,215959,MARTIN NOAH N,Cogan House Twp,Lycoming,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/17/2022,437.2,724.41,1821 STATE ROUTE 184,"TROUT RUN, PA 17771-8634",Miniature Horses & Miniature Donkeys - Mature - 200 lbs
862185,KEVIN BRUBAKER POULTRY OPERATION,PAG123936,373522,BRUBAKER KEVIN,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/06/2024,58.3,258.43,788 SUMMER MOUNTAIN RD,"BERNVILLE, PA 19506-8955","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
849897,BARRICK DAIRY,PA0281859,363180,BARRICK DAIRY LLC,Penn Twp,Cumberland,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,06/13/2024,976.1,1616.22,2661 WALNUT BOTTOM RD,"CARLISLE, PA 17015-9329",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
861339,MATTHEW MARTIN POULTRY OPERATION,PAG123932,372297,MARTIN MATTHEW,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/23/2024,39.3,291.58,1830 KENBROOK RD,"LEBANON, PA 17046-1607","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
713967,NORTHEND VIEW FARM,PAG123935,217839,MARTIN AARON R,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/12/2024,249.3,223.50,1383 RIVER RD,"MOHRSVILLE, PA 19541-8721","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
744493,JAINDL TURKEY FARM,PA0065111,240427,JAINDL FARMS LLC,North Whitehall Twp,Lehigh,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/28/2023,8867.8,6147.52,3150 COFFEETOWN RD,"OREFIELD, PA 18069-2511",Poultry - Turkey - Hen regular (6-12 wks) - 11.13 lbs (5.25-17)
821112,PAPPY'S ORCHARD CAFO,PA0276049,295663,PAPPY'S ORCHARD,Lower Milford Twp,Lehigh,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/30/2023,1,552.61,2474 URFFERS RD,"COOPERSBURG, PA 18036-3807",Poultry - Turkey - Hen brooder (0-6 wks) - 2.74 lbs (0.22-5.25)
868077,DELBERT’S AG OPERATION,PA0294161,378383,DELBERT BURKHOLDER,Albany Twp,Berks,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/15/2024,86.5,80.87,156 KUNKEL RD,"KEMPTON, PA 19529-8855","Poultry - Duck, starter  (0-17 days) - 1.36 lbs (0.22-2.5)"
837309,LAVON ZIMMERMAN FARM,PAG123894,352139,ZIMMERMAN LAVON J,Walker Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/09/2024,64.6,392.51,11653 WILLIAM PENN HWY,"THOMPSONTOWN, PA 17094-8686",Swine - Grow finish - 165 lbs (57-273)
837309,LAVON ZIMMERMAN FARM,PAG123894,352139,ZIMMERMAN LAVON J,Walker Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/09/2024,64.6,392.51,11653 WILLIAM PENN HWY,"THOMPSONTOWN, PA 17094-8686",Beef - Calf (0-8 mos) - 300 lbs (100-500)
724518,ZARTMAN FARMS,PAG123685,219789,ZARTMAN FARMS LLC,Clay Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/01/2024,392.8,660.27,820 HILLTOP RD,"EPHRATA, PA 17522-8401",Swine - Grow finish - 165 lbs (57-273)
627323,BEAVER RIDGE FARM CAFO,PA0246468,160587,GUTSHALL VIRGIL JR,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,08/01/2024,215.1,428.97,1400 FOWLER HOLLOW RD,"BLAIN, PA 17006-6260",Swine - Grow finish - 165 lbs (57-273)
703471,MONTOUR FARMS CAFO,PAG124831,367209,MONTOUR FARMS,Derry Twp,Montour,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/16/2021,1,549.98,371 GREENLEAF RD,"BLOOMSBURG, PA 17815-6517",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
703471,MONTOUR FARMS CAFO,PAG124831,367209,MONTOUR FARMS,Derry Twp,Montour,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/16/2021,1,549.98,371 GREENLEAF RD,"BLOOMSBURG, PA 17815-6517","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
715961,KLINE'S HILLSIDE FARM,PAG123889,349999,KLINES HILLSIDE TURKEY FARM,Saint Thomas Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/07/2024,1.9,498.18,167 COBLE RD,"CHAMBERSBURG, PA 17202-9430",Poultry - Turkey - Tom brooder (0-6 wks) - 3.36 lbs (0.22-6.5))
697289,WALTON FARM,PAG123808,223338,WALTON FARMS LLC,West Fallowfield Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/28/2023,1019.7,1666.13,42 WALTON DR,"COCHRANVILLE, PA 19330-9787",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
550894,PERRY MEADOWS CAFO,PA0088064,216104,COUNTRY VIEW FAMILY FARMS LLC,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,04/18/2023,1,1490.65,2713 FOWLERS HOLLOW RD,"BLAIN, PA 17006",Swine - Gestating Sow - 450 lbs
816303,PLEASANT VIEW FARMS BLAIN,PA0266442,369088,BOWER LOGAN M,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/28/2023,916.68,1171.21,2675 CONOCOCHEAGUE RD,"BLAIN, PA 17006-6229",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
681674,STONER'S HIJOS HILL FARM,PAG123861,166274,STONERS HIJOS HILL INC,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/11/2024,1288.5,1450.30,7678 OELLIG RD,"MERCERSBURG, PA 17236-9549",Dairy - Holstein/Brown Swiss - Bull - 1700 lbs
691447,FLINTROCK FARMS,PAG123717,220027,FLINTROCK CORP,Elizabeth Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,50.3,650.50,16 E BRUBAKER VALLEY RD,"LITITZ, PA 17543-9630","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
846764,COFFEE BROOK FARMS,PAG123913,319102,MARTIN BRIAN,Marion Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/19/2024,116.9,332.48,684 CHURCH RD,"WOMELSDORF, PA 19567-9481",Swine - Grow finish - 165 lbs (57-273)
863069,NELSON ZIEGLER POULTRY OPERATION,PAG123938,299748,ZIEGLER NELSON L,North Annville Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/13/2024,82.6,296.78,1660 N STATE ROUTE 934,"ANNVILLE, PA 17003-8535","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
863069,NELSON ZIEGLER POULTRY OPERATION,PAG123938,299748,ZIEGLER NELSON L,North Annville Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/13/2024,82.6,296.78,1660 N STATE ROUTE 934,"ANNVILLE, PA 17003-8535",Light Horses & Mules - Mature - 1100 lbs
565314,PINE HILL FARMS CAFO,PAG124864,216104,COUNTRY VIEW FAMILY FARMS LLC,Wells Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/21/2024,1,3632.40,2547 HICKORY RD,"COLUMBIA CROSSROADS, PA 16914",Swine - Boar - 450 lbs
689731,PINE HURST ACRES CAFO,PAG124825,341356,PINE HURST ACRES,Rush Twp,Northumberland,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/24/2021,2572.81,711.45,3304 SUNBURY RD,"DANVILLE, PA 17821-9454",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
643305,BRIDGE VALLEY FARM,PAG123753,268284,BRIDGE VALLEY FARM LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/24/2024,135.2,1331.22,866 BRIDGE VALLEY RD,"COLUMBIA, PA 17512-9691",Beef - Calf (0-8 mos) - 300 lbs (100-500)
569448,BROCK N HITE,PAG124809,338564,HITE BROCK N,Terry Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/03/2024,652.3,652.30,612 VIALL HILL RD,"TOWANDA, PA 18848-8039",Light Horses & Mules - Mature - 1100 lbs
